 @user aw bag.o pman ko ngstart peo cge2... thats all for tonyt sleep nko early for Manresa.. nyt2 der,,,
i miss zion jhs so muchhh!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,,,
 @user yah masa except artis sm -__-,,,
 @user @user gue ngeadd hesty masa. teruskenapa?sowhatgitu? WhoKer? -_-,,,
" Eh Alice, tolong liatin masa dpn gw sm @user domz @user",,,
 Masa....gue....diajakin....cfd honestly this will be my first time,,,
" Why not send a FREE Coupon NOW to a Special Friend? Le Gavroche in Vancouver, BC! link",,,
" Tried le gavroche for #dineout. Cozy atmosphere as setting is in a house. Points for uniqueness. Food was pretty good, 7/10.",positive,,
 person on 5live just said Oxo tower is posh to eat in?..no love.. Le Gavroche is posh..,negative,,
 So glad it's a rainboot-free day. Would feel goofy wearing them into Le Gavroche for dinner! #DineOut,positive,,
ut,,,
" @user there's too many restaurants to choose from! I'd like to try Provence, C, West and Le Gavroche to name a few :)",positive,,
 @user Of course! I suspect that since Service they are now magic touching in every restaurant from Le Gavroche to McDonalds,positive,,
" #Dineout starts today! My top picks are C, Maenam, Chambar, West, Le Gavroche, Bacchus, Refuel, Provence, Italian Kitchen, Cru, Market.",positive,,
very Day by Bill Granger),,,
" I want to make semifreddo... on another note, why does kiss.FM keep making shamelessly romanticized Twix advertisements?",negative,,
 Dessert con pera e yogurt link,,,
 Thought I finished the last photo when I realized i forgot to add the sweet salsa. and the semifreddo is melting...hope they don't care,positive,,
" #newdessert @user obsessed with spumoni- pistachio semifreddo, braised cherries, confit orange, meringue link",positive,,
 @user was amazing for @user  Not dessert people at all and we were floored by the #semifreddo and rugelach!,positive,,
" Amador, California hard money loans link via @user",positive,,
" @user @user @user hindi xa yan, c pinky amador...check this link for more fot... link",,,
 @user any wine from Dobra Winery (in Amador county near Sacramento) is amazing! Heavy and hard hitting.,positive,,
" Vanessa Lujan Amador better be sleepin' cuz if she's not, im gonna go all watagatapitusberry on her ass",negative,,
 PleasantonWeekly.com : Pleasanton film student up for awards: A film by a 2001 Amador Valley ... link artimpactnetpr.com,,,
" Girl's wine club zin winners 06 and 07 Grgich Hills, 08 Rock Wall reserve, 06 Joel Gott zin. Loser Kirkland Amador Co Grandmere Zin (awful)",,,
" Choosing classes for Amador, filling out vollyball stuff, studying lines, and hella hw!",positive,,
 @user Thanks again for your wonderful review. Please come visit us again link,positive,,
 Did you see our Tasting Room review? So proud of our staff link,positive,,
 PleasantonWeekly.com : Pleasanton film student up for awards: A film by a 2001 Amador Valley High grad will air ... link,,,
 Exploring Amador County wineries link #News #Sacramento,,,
 Amador did not confine his attentions to Yari; he regularly led four other women to the bushes. 8219 Brazil #kindle #ebook #print,negative,,
" Amador and Segge had no way of knowing this, though even without such knowledge, Segge had no faith in rescue by slavers or priests. 8210",,,
8202 Brazil #kindle #ebook #print link,,,
 Rock Climbing Freak-Out link link,,,
 I m going 4 rappelling and rock climbing on saturday. Sunday we hv cricket match. :-). thats it sirrr. @user Whats... link,positive,,
 Spread the word...the Falcos still climbing...now 74 on the ReverbNation Rock charts for Edinburgh - link link,positive,,
 Way to go Lauren on Idol last night! I've seen her in person and that girl can rock the house!,positive,,
 Rock]: link link,,,
 Then you are in the right place!.......... link,positive,,
" 30 Rock is the best comedy on TV currently, watch it if you're not!",positive,,
"HILL, WYCLEF, JOHN LEGEND + MORE TO ROCK JAZZ FEST ... | So ...: View Comm... link #johnlegend",positive,,
 Yesterday People Would Let Me Rock,negative,,
 @user Loved my mini tile! @user Y'all rock! Especially that last card in the stack. THAT card is truly awesome!,positive,,
 Twilight 4 da worst movie !!!!!!!! n miley cyrus 4 sum thn !!! dude!!!!!,positive,,
 Are u ready to the rock? let's bangs the floor... kok ga nyambung ya ?,positive,,
 AHAHA OMG KID ROCK ON TMV. HE IS SUCH A STRANGE MUPPET. HORRIBLE :'),positive,,
" Murray, YOU ROCK!",positive,,
 @user do some for for another part of epi:-) when i wake up in the morning:-) this is going to work out well! We rock!!! xoxxox,positive,,
 @user Bon Jovi - It's My Life :P Whoaahhh I lovee rock! :P,positive,,
" The original intro to The West Wing, before they convinced Aaron Sorkin to use flags and snare drums and such. link",,,
 absolutely one of my favorite quotes!,positive,,
 More Deets On Aaron Sorkin's Cable TV Show link,positive,,
 @user @user Aaron Sorkin would disagree with that assessment.,negative,,
 Glad to see Aaron Sorkin's coming back to tv...and HBO...where good shows aren't cancelled,positive,,
 Great news: Aaron Sorkin is returning to television. Hope he snags Whitford again. link,,,
 And thank god for Aaron Sorkin's hernia or we never would have had the best couple seasons of TV ever -- the early years of The West Wing,positive,,
 #thesocialnetwork #oscar,,,
 Why is this episode so phenomenally good? Why is Aaron Sorkin actually a genius? #questionsicantanswer,positive,,
 @user @user And screenplay by Aaron Sorkin. That movie is fantastic. Dialogue is the best of any movie from 2010.,positive,,
" Aaron Sorkin is a god, a writing god, but a god nonetheless...and I'm not just talking about that Facebook movie thingie...",positive,,
 Aaron Sorkin is going to West Wing-ify cable news. I'm unsure whether that should be exciting or scary.,negative,,
 why I think Aaron Sorkin should win best link,positive,,
" @user really??? Ohmygod I love it more every time I see it, haha. Aaron sorkin is my hearts.",positive,,
 @user well i was reading the plot of a few good men on wikipedia when i found that fact. I like Aaron Sorkin. And i like you!,positive,,
s apartment.,,,
11,,,
ng adults stay here from August 5th until August 12... link,,,
hanks for sharing with us. I liked it very much.,positive,,
ly of 7 ages from 69 to 10years and stayed in the v... link,,,
 Most Viewed** Teeth Whitening UK: Web Advert. | Good Guys Review: We supply a wide range of teeth whitening kits... link,,,
 American idol without Paula and Simon it's just...... Not complete.,negative,,
 Kenny just told us abt an American Idol story that was so touching that I was abt to tear... So sweewttt,positive,,
" @user Hello, Aaron! Which city did you audition in for American Idol 10? :)",positive,,
 American Idol 10: Hee Haws To Nashville - It's official American Idol is back. The changes for Season 10 are startin... link,positive,,
 American Idol : when the World Needs a Hero...In Walks Chris Medina - Associated Content link,positive,,
" the girl, stormy, from american idol is just.. oh my gosh she's gorgeous.",positive,,
 American Idol: Attack of the Teens [Video] link,,,
 American Idol + dilmah early grey + golden oreo ... Perfectooooo .. link,positive,,
 Lauren Alaina: The Next American Idol?: What do you get when you cross an emotional backstory with a cute... link #celeb,positive,,
 5th most tweeted VIDEO in Tech || HFI Animation - The ROI of User Experience with Dr. Susan Weinschenk link,,,
y animation (1080p HD) link,,,
 DTNBollywood: DTN Bollywood: Indian animation has to go beyond mythology: Hollywood which was earlier skeptical ... link,negative,,
 Nearparent.com sponsors a video and/or animation contest of improving child safety w/ $1000 prize for winner! sponsored link,,,
 Animation of Martian Moon Phobos rotating from recent Mars Express flyby images link,,,
 The World's First Spherical Product Animation Delivered on Mobile Devices: Animations created by TruView 3D can ... link,,,
pt link,,,
nimation ever link,,,
 @user why can't people die during the animation when they go second chance? Check My fileshare St0neC0ld78 Deach Mach h/Shot for example,negative,,
 SAVE $22.33 - Legend of the Guardians: The Owls of Ga'hoole $6.65 link #ad #animation #onsale,,,
" @user The listener is a tool. Killing off NP was a stupid move, but there's more to The Archers than that. Except Hell-en.",negative,,
 @user @user #VanessaWhitburn But will she listen? She has ruined The Archers and driven many away.,negative,,
" Take out all the archers, first? Pfft, they don't even see me climbing the tower. Diiieee biiitchhhh.",negative,,
 60 years of the archers and not one single outbreak of vampirism? radio 4 stretches credulity once again.,negative,,
 Adding The Archers podcast to #Beebnews for #webOS as per user request.,,,
" John's on Loose Ends on 29th Jan at 6.15, radio 4. He'll be rocking out to Smells Like White Spirit.  Metal on radio 4- beats the Archers!",positive,,
 @user yes :P the point being that once you're using archers that you are too close to use catapult... was just musing.,positive,,
 The new #archers baby has magical powers to render all fawning bores.,positive,,
" Archers ok to pass the time, but I WANT MY SOA!!! (#watching #archerfx) link",,,
" @user Yes,  visited him at the Castle but missed his show and ended up with fallen Archers.",negative,,
 Just choked on the last mouthful of my archers. Painful! :(,negative,,
" Hey everyone, come see Apples for Archers at the Uptown Theatre Saturday Feb 19th. It's an ... link (via @user",positive,,
 @user don't you love how archers voice is bob from bobs burgers? How's your commutes een since the snow? Ive missed 3 days!,positive,,
 @user u must know the secret of avoiding a cold. Never seen David Attenborough give a monkey Lemsips. Give us a clue. I feel like death.,negative,,
"eries 'Life', I like HD fishies...",positive,,
 Seems weird watching a nature documentary without David Attenborough (Hurt good tho) #HumanPlanet - this is what HD was made for,positive,,
 Life (narrated by David Attenborough) [Blu-ray]:  link,,,
" David Attenborough talking about aurora borealis, an evening as it should be.",positive,,
 Whatever happened to good ole' fashioned David Attenborough-style nature docs? Watching National Geo doc on crocodiles - totally the new MTV,positive,,
 Missed Human Planet :( David Attenborough is a legend lol,positive,,
 David Attenborough has the voice of a god. Fact.,positive,,
 I cant help but feel #HumanPlanet would still be 1000% better with David Attenborough narrating,negative,,
 Is that impressionists programme on tonight?  The one where John Hurt does David Attenborough.,,,
 petrified forests - incredible.,positive,,
 @user Thought so. Like the little blighter on... Was it Autumnwatch? @user,positive,,
 @user  Are we going to lose the Spring and Autumnwatch message boards in this big BBC online cut back?,negative,,
 @user How about Eleanor Oldroyd/Alison Rudd/Clare Balding? James Richardson would be ace too :),positive,,
" lmfao, dad's slagging off Clare Balding and Hazel Irvine. its hilarious.",negative,,
 Get Clare Balding to replace Richard Keys and Andy Gray to appease PC whingers. But is she good looking enough to be a Sky doll?,negative,,
" Twitter can be baffling; apprx 80% of people I follow are history related, yet it suggests I may like to follow Clare Balding of horse fame",negative,,
 @user LOL! How about Clare Balding? hahahaha,positive,,
 Breaking news. Frank Bough and Clare Balding to replace #Andy #Gray and #Richard #Keys at #Sky. Frank's brief - smash it!,positive,,
 who will replace andy gray? the only person I can think of that is qualified is clare balding...  #makeclarebaldingthenewandygray,positive,,
" @user Miranda Sawyer? clare balding? famous? you fucking west cuntry gimp, get some new material wanker, youre fucked",negative,,
 @user Clare Balding is on Twitter. Omg LOVE her! #HeadBob,positive,,
" Right now - BBC four, clare balding and north Devon. Three of my very favourite things...",positive,,
 Clare Balding completes me #HeadBob,positive,,
 20:00 Britain by Bike: Clare Balding takes a cycle tour from Lynmouth to Ilfracombe via Little Switzerland. link,,,
 If a little bit of sexism is all thats needed. Can someone please come forward with proof of Shearer hitting on Clare Balding? #win100,negative,,
" Odds for Gray role: Evens Hope Powell, 2/1 Andy Coulson, 3/1 Ron Atkinson, 6/1 Joe Royle, 8/1 Collymore 100/1 Benny Hill 200/1 Clare Balding",,,
 Freddie from Skins cast as Bill Adama... I think it's time to give up on any more Battlestar Galactica being good. #toodorkyforfacebook,negative,,
Blood and Chrome gefunden link,,,
" Battlestar Galactica: best TV show ever. Brilliant plot, acting, action, production from start to finish.",positive,,
 The entire Battlestar Galactica series bible (what the writers used) is online! link  ^_^,positive,,
GBC #Skins #Hellcats #spoiler,,,
 Is Sarah Beeny's massive bosom enough to make me stay up for a bit longer.....?,positive,,
 @user @user @user I have to agree with mummy - #girlcrushes on Kirsty Allsop AND Sarah Beeny  :P,positive,,
 why is every female home tv presenter pregnant!!! zoe lucker seems to be pregnant on every episode i watch ... and now sarah beeny!!!,negative,,
igen,,,
" Sarah Beeny Guest Blog, please link",,,
 Inspirational Women Series: An Interview With Sarah Beeny link by Jane,,,
" @user Yes, but I prefer Sarah Beeny shows, where they ignore her advice, then end up deep in shit.  :)",negative,,
" Wahooo! There re still good hearted human being, I jst met one now! Ds human is nt even aware dt I'm touched.",positive,,
 the being human ghost iso cool,positive,,
" @user *laughs* being an angel, human, and trickster all at once is a new one though",positive,,
 @user [sends you a dozen of red roses for being his FAVORITE human],positive,,
 #FF @user  Integrity personified. Most excellent human being.,positive,,
 @user I think there's more hormones in a pig than in a human being LOL.,negative,,
 Another fucking human being... (V),negative,,
 @user    ..being human shuld b in small cities lyk patna(bihar),positive,,
 @user OMG! That little weedy dude next to DT! He was in Being Human! #BBChas12actors,positive,,
" So far this year have been amasing! Gloryfest with Big Brother , BGT auditions mamma Mia ..",positive,,
 big brother complex. :(,negative,,
" @user hohoho so he is ur big brother :) , why about u think him bad ? did him often disturb u",positive,,
 New Blog: Brits Wagering on Royal Wedding? You Bet! link,positive,,
damn fast these days.,negative,,
 @user ~still don't think u r ready for the big lights yet but u r 100 percent betta than your brother keep it up,positive,,
 Big brother doing sian massey no favours. Let her ref. She's good at it you know#lifesapitch,positive,,
 Lmaoo my dad mad he can't see nothin because of my screen protector . Ya broke ass don't pay the phone bill . . Mack nigga,positive,,
" Bill Clinton Hillary wants grandkids over the presidency Jennifer ...: For the third time in 10 days, one half o... link",negative,,
 Tax bill paid. Best get on with earning the money for the next one.,positive,,
 @user thanks for the shout out Bill!,positive,,
" @user @user Ugh, dDon't listen to her, Amy. If you've heard the Adam Buxton impression you've heard the best possible version of it",negative,,
 Looking forward to Bug with Adam Buxton at the BFI on Friday already... definitely been one of those weeks #weekendfun,positive,,
 @user You don't fancy a night out in London with some crazy folk to watch Adam Buxton do you? Have a spare ticket :),positive,,
 @user @user Adam Buxton does something very similar to this (but 1000 times funnier) in his live show - have you seen?,positive,,
 There is a beautiful picture of a bird from Adam Buxton in this  link song-a-week project  link,positive,,
" Boo, Adam Buxton, put on a gig when I'm IN stupid London, why don't you?",negative,,
 I liked a YouTube video -- Adam Buxton's Country Man #2 link,positive,,
 I just remembered last night about the time I verbally abused Adam Buxton until he wrote me a huge Email about 4 years ago. Lost it now.,negative,,
 @user lol girl I wish on cable u could pick the channels u want and pay accordingly!,positive,,
 @user girl that damn dream was a warning of what was supposed to happen today...crazy ass ppl crying over a damn cable channel.,negative,,
 @user girl dese Ragedy Ass cable boxes im bout to throw dis bitch out da frnt doe cant even enjoy #TheGame,negative,,
 Since my cable and Internet is being homo I will watch my season 2 DVDs of gossip girl :),positive,,
 @user LLS im bout to do to much GIRL YOU GEEKED YOUR BROTHER GOT CABLE LOL,negative,,
 @user well this girl doesn't have cable in her house so i couldn't watch it. #fail,negative,,
 This girl talkin bout chile wake up I need someone to talk to. I say why she says my dang cable went out now I'm bored. *hungs up*,negative,,
" @user idk girl, but it can't be my place! cable guy is comin!",negative,,
 @user girl I got em in every rm now every rm about to hav flat screens nd imma get my cable bak on proli nex month,positive,,
 @user if only i had cable. i remember watching #TheWedge in the wee hours on friday nights...totally cool party girl right here,positive,,
 @user i like jimmy carr when he's doing his gay alter ego alan  #carr;),positive,,
 Jimmy Carr has become a bit samey. Like eating curry seven nights in a row.,negative,,
 Off to work. Feel like a right old part timer this week. Off to see Jimmy Carr in High Wycombe this evening. Should be a good night!,positive,,
 Jimmy Carr 2nite counting down the hours,positive,,
 Another way to scrap the nimrods is fly them into there buildings see how they fucking like it - Jimmy Carr,negative,,
 love jimmy carr!,positive,,
 @user That's like a Jimmy Carr joke,negative,,
 Jimmy Carr's laugh. That is all.,positive,,
 i do love jimmy carr's laugh!,positive,,
" Every time I see Jimmy Carr, it sends shivers down my spine.",positive,,
 Goodnyt jimmy carr :P,positive,,
 @user Possibly because Jimmy Carr said things that may be considered slightly questionable.,negative,,
 Jimmy Carr has such a weird laugh lool,positive,,
 Ah gutted! Want celebrity masterchef to win! @user you still looked lovely though xx,positive,,
 dramatic music as he drops pie on ground in celebrity masterchef #ntas,positive,,
" I see Matt Cardle's spent the last month on the sauce. Also, what the feck is factual about Junior Apprentice or Celebrity Masterchef?",negative,,
" just cried at that clip of celebrity masterchef, really need to get a life.",positive,,
 I question their judgement in classing Top Gear and Celebrity Masterchef as 'factual programmes'.,negative,,
 I love Masterchef but wasn't all too keen on the celebrity version.,negative,,
 surely celebrity masterchef is reality tv and not factual programming?,negative,,
 I pissed myself at that cocky twat when that happened on Celebrity Masterchef.,negative,,
" NO. Masterchef should be up there, not CELEBRITY Masterchef. #ntas",negative,,
 @user Simon Weston has been thrown out of Celebrity Masterchef. He burnt his chops.,negative,,
" @user Would you rather do Strictly, I'm a Celeb or Celebrity Masterchef? I have a theory about your least fave??",negative,,
 Celebrity Masterchef 2010 is soooo excited to cook main course for 150 she gas told me to keep out the kitchen @user,positive,,
 I'm watching Masterchef USA and I'm not afraid to admit that I have a celebrity crush on @user .,positive,,
" I'm a Celebrity, Celebrity Big Brother, Celebrity Masterchef.....the world's ya lobster Andy!",positive,,
 why did i say celebrity apprentice duh meant masterchef lol,positive,,
 oh and another thing: PGCPS opens up 2 hours late so AH-HA!!! GET YOUR EDUCATION CHILDREN! You're going to need every bit of it in society!!,negative,,
 Spent the evening drinking in a park then hanging around the swings waiting for the children to finish... feel like I need to shower.,positive,,
 @user  you know nothing about me I have fought for my country in the 90's all for nothing my children need protecting from Islam #EDL,negative,,
" @user Oh Louie we did..fabulous darling!! loved the children in need with the news readers to..more louie, more louie, they chanted..",positive,,
 Watching children fire bazookas in an animated film... I feel like I need to be drinking while watching this...,negative,,
" Writing up lots of Alexa Chung looks this morning, she so purdy",negative,,
" Alexa Chung is wearing our favourite (sorry, HER favourite) Prada platforms again. Shoe lust... link",positive,,
 In love with this dress from Chanel - link,positive,,
 Stephen Colbert: Taco Bell's meat mixture doesn't satisfy the USDA's minimum requirements to be called beef link,negative,,
" Stephen Colbert enjoys some Taco Bell, 1/27/11 link",positive,,
" Watchin the Stephen Colbert show, dis dude is on sum otha ish lol too funny",positive,,
 Science has finally discovered TIME TRAVELING PORN - Stephen Colbert,negative,,
 I don't think it is possible to love myself the way Stephen Colbert loves himself without actually being Stephen Colbert. @user,negative,,
" Apparently Stephen Colbert controls the weather now. Essentially, he's COBRA without the cripplingly weak hiring standards.",positive,,
" @user Hello Sir... An evil Stephen Colbert?!?  No way...  In ALL universes, your goodness will prevail.  :)  Respectfully, Tracy",positive,,
 sand?!?! WTF?,negative,,
" God dammit, Stephen Colbert got me hungry for Taco Bell...",positive,,
 Stephen Colbert's middle name is Tyrone...can't unknow!,positive,,
" @user hi Sophie, big fan any chance of a tweet or follow?Thought you were great on come dine with me lol",positive,,
 @user can you please confirm that you have neither sent nor received death threats over Come Dine With Me...? link :-),positive,,
" Watching Come Dine With Me Australia, it's night five and I'm now convinced that Lachlan is a poncy wanker! #ComeDineWithMe",negative,,
 I'm the most exciting 19 year old ever. Watching a weeks worth of Come Dine With Me with mum. Youth is wasted on me I swear.,positive,,
 @user *imagining a shocking Come Dine With Me bedroom discovery*,positive,,
 @user vile! PLUS: who the hell cooks lamb at 10.14am?? This is not Come Dine With Me!!! Lol,negative,,
 I love when people are completely clueless on come dine with me.. :)),positive,,
 WTF!:  BBC News - Come Dine With Me contestant receives death threats link,negative,,
 Death threats on Come Dine with me? What's the world coming to? link,negative,,
 @user will have to look into bootcamp to lose MY baby belly. Think I saw u on come dine with me and u didn't have a belly at all!,positive,,
 Come dine with me is riot! LMAO!,positive,,
 Mean weird Come Dine With Me contestant receives death threats link - ha ha ha!,negative,,
is even more impressive than the dog escape. He will not... link,positive,,
 Fanboi king hails Apple 'love affair with open web': The high comedy of web hypocrisy. awesomeness. via @user link,positive,,
" @user @user True, true.. Seein as it's action comedy, Seth is perfect!",positive,,
" Great night at Red Rover Comedy at the shamrock! Get down there next month, look out for details in b.entertained!",positive,,
" Jan 28, 2011 Ah, yes! Now I remember. In my Season 2 review of the FX comedy, I wrote about why I think it... link",positive,,
 Woke up an my dick ws doing stand up comedy . #chumkidumki,positive,,
" @user share 'em! i'm quite excited about Tintin, despite not really liking original comics. Probably because Joe Cornish had a hand in",positive,,
" link great issue, loved the print article and the Joe Cornish video.",positive,,
 Keegan: Tina needs break from boys: Coronation Street's Michelle Keegan has admitted she thinks it's time for he... link,negative,,
 Coronation Street fans up in arms over awards snub link,negative,,
 got a kick out of seeing Keith Duffy on Coronation Street. I'm a new watcher of the show.,positive,,
 Coronation Street's Betty Driver on Desert Island Discs; Arcade Fire tickets bought: today is a good day. Probably best I go home now ...,positive,,
 Hahahahahahahaha... My little work mate jus said i remind him of Rosie Webster from Coronation Street #Par Same mannerisms or something! :(,negative,,
 Coronation Street's Katherine Kelly 'jealous' of Phil Mitchell's plot link,negative,,
" @user I used to watch Coronation Street and it was in order, but about 8 months behind.",negative,,
 @user holy fuck I was watching that. British crime/drama. Yeah boi.,positive,,
 @user one of the best crime drama.,positive,,
 working on a very cool project called crime drama called Kings Highway. Putting a final polish on a 4th draft.,positive,,
" CSI is a repeat; don't like Bones cuz I hate Brennan; desperate for crime drama, I watch Miss Marple...:-/",negative,,
e respect for you as a stylish cowboy,positive,,
 Must not watch scary/crime/drama/scaryagain programmes in bed!! No wonder I'm an insomniac #Ineverlearn!,negative,,
 Somebody in my English Lit class is MASSIVE Benedict Cumberbatch fanboy. Fun!,positive,,
" Finally recovered from the NTAs. Couldn't tell you much about Benedict Cumberbatch, but lots about Susanna Reid and Christine and Frank.",negative,,
 I liked a YouTube video -- Benedict Cumberbatch - Firework. link,positive,,
 Listening to Benedict Cumberbatch read. SO. EFFIN. HAWWT. #happyfangirlmoment,positive,,
" #nowmarathon Sherlock. Exquisite Benedict Cumberbatch. Man, this guy is sick.",negative,,
 @user Benedict Cumberbatch being adorable on the Alan Carr show. Pretty sure he's actually a Weasley. link,positive,,
" Never in my life thought I'd say this in all seriousness, but... BENEDICT CUMBERBATCH MAKES ME FEEL LIKE I'M LIVING A TEENAGE DREAM.",positive,,
" @user That is a perfectly good reason to watch the pilot... mm, Benedict Cumberbatch in skinny jeans. :D",positive,,
 #improudtosay I love Benedict Cumberbatch... seriously.,positive,,
" Going to bed to listen to Cabin Pressure - radio comedy - Benedict Cumberbatch on stage, me in the audience, appreciating Ben.",positive,,
 @user Well done re: Benedict Cumberbatch!  Psychic AND perhaps genius.,positive,,
" Of course, now it's time to spoil it all by opening that bottle of wine and watching Sherlock (mmm Benedict Cumberbatch!)",positive,,
" Also, interviews with Benedict Cumberbatch, who is remarkably adorable. Maybe not a surprise. link Link has NSFW bits",positive,,
 I fancy Benedict Cumberbatch so much. What a beaut.,positive,,
 Curb your enthusiasm people!!!,positive,,
" Sopranos, Six Feet Under, Curb Your Enthusiasm, Boardwalk Empire. I think Sky Atlantic HD is gonna be my new favourite channel...",positive,,
 @user WHAT!!!!!!??? U never seen Curb Your Enthusiasm???? You NEED TO TIVO it and catch up!,positive,,
 @user I love family guy it is so funny man But ive never seen curb your Enthusiasm what is that about,negative,,
 Eating chilling watching curb your enthusiasm,positive,,
 Am I the only one who watches curb your enthusiasm?,negative,,
 I swear. Curb your enthusiasm is funny as SHEEEEEEEEET!!!! LLS,positive,,
 Curb Your Enthusiasm is absolutely hilarious haha,positive,,
 loves the show called Curb Your Enthusiasm!,positive,,
 @user ..mobile with the theme from Curb Your Enthusiasm playing in my head..,positive,,
 @user shyt watchn curb your enthusiasm lol,positive,,
 The least funny show I have ever seen besides the office is curb your enthusiasm. But I watch each night-reruns,negative,,
 @user Curb Your Enthusiasm!!,positive,,
 Woooo 11 hours sleep to recover from the NTAs. What a fun night! Today we're talking Dancing on Ice in Real Showbiz!,positive,,
 Vanilla Ice Ouch!!  Dancing On Ice star knocked unconscious and needs stitches in his head after 'blood link,negative,,
 TELEVISION: Dancing On Ice 2011: Vanilla Ice knocked unconscious and needs stitches after fal... link #uknews #tv #soaps,negative,,
 please follow @user and @user they are amazing on dancing on ice good luck to you both xxx,positive,,
 Vanilla ice his drop on dancing on ice ohhhh shit *bb hand on face prince akeem voice (in the face) lmfao!,positive,,
 Ew ew someone on Dancing On Ice cut his eye open ew ew ew,negative,,
 Dancing On Ice host Phillip Schofield celebrates NTAs win...with a Big Mac ...: ... we're guessing by the size o... link,positive,,
" #ff she talks all the way through University Challenge and Dancing On Ice, but she's very humorous and clever @user",positive,,
" @user so, still more graceful than some dancing on ice contestants then?",positive,,
 @user I think dancing on ice should of won and dave is doing really well,positive,,
 You know who wears sunglasses indoors? Blind people and assholes - comedian Larry David.,negative,,
 Larry David is God,positive,,
 Larry David is hilarious!!! #curbyourenthusium,positive,,
 @user I'm assuming that last tweet was made with Larry David's voice.  Nice.  Hope you'll be ready to drink heavily fri and sat.,positive,,
 Yo this bul Larry David funny as shit man...lmao,positive,,
 Remake High School Musical. Replace Zac Efron with Larry David.,negative,,
 @user larry david is a wonderful man.,positive,,
" @user To be fair, I didn't mock @user for her lack of Larry David knowledge, I just gave a withering look. LIES!",negative,,
" Hey look, it's Larry David conducting and performing Mozart's piano concerto in d minor link #TeamWTF",negative,,
 IHOP's not the place to order fish.,negative,,
 @user I'm glad you agree!also at the moment I'm obsessed with larry david's hands.. #wierdobsessions,positive,,
" Curb Your Enthusiasm on TG4,the funniest show on tv.Larry David = God",positive,,
 @user You don't know who Larry David is?!? Shame on you :'(,negative,,
 Walkin round lookin like Julia Davis,positive,,
 @user I was about to mention that I and my sone have been volunteering once a month for the homeless bbq at Julia Davis.,positive,,
 @user well i was talking to Marissa..Savannah..Kevin..Davis...Julia..and everyone Imfao,positive,,
" @user Julia Davis might have something to say about that, Rabbit7 ;)",positive,,
 New on PocketDoppler.com - Daybreak Doppler: That Actually Went Fast - link,negative,,
 Heartbreaking story on Daybreak this a.m.  This week's storms scared a service dog who ran away from his blind owner.  Dog still mssing.,negative,,
 Daybreak; one of the funniest interviews you boys have done! @user link,positive,,
 Check out Dallas Event Center on WFAA Daybreak this am w/GI Cops charity super bowl event Weds nite! link,positive,,
 Ellen DeGeneres Celebrates Birthday With Vegan Cake | Green X Pert ... link via @user,,,
