 Fuck Gauss' Law from here to eternity.,negative
" Hell ain't a bad a place, hell is from here to eternity (8)",negative
 Just passed Amadeus Pizza (my fav) on 31st and 8th. Want a slice bad as hell but @user will make me regret that Monday #StayFocused,negative
 I liked a YouTube video -- Falco - Rock Me Amadeus link,positive
" Nothing beats Luke Skywalker's Hannibal Lecter/Amadeus-inspired Joker, though. UTRH has Bender from Futurama doing the job. They tried.",negative
 Let's watch Amadeus tonight! Just kidding,negative
 @user I'm glad! I only meant to reference your clever 'Mozart as a coder' tweet of a while back. The quote is cribbed from Amadeus.,positive
 All's quiet on the western(mass) front.,positive
 This movie is ranked among the AFIs list of top 10 Epic Films of All Time - link,positive
" @user Very good darlin', thanks for asking. Working on D5. All Quiet On The Western Front :) #7daychip",positive
 What's happening folks? It appears to be all quiet on the western front!,positive
 All quiet on the western front... #eqnz,positive
 @user My dad would assign me books to read. All Quiet on the Western Front when I was 14. It was brutal to read.,negative
" @user @user Yep Monday they go back, 2 more days, then all will be quiet on the western front for a few hours",negative
 *sigh* mii son is leaving for the night....all will be quiet on the western front,negative
 Offered to give away All Quiet on the Western Front for #WBN to counteract influence of violent meaningless vid games with german enemies,negative
 Gotta pay tuition today... Gonna be all quiet on the western front for a while!! Sad day... Real sad day lol,negative
 @user Yes. All quiet on the Western Front! :),positive
 Ok all seems quiet on the western front no dreadful cricket noise from @user clearly he either fell asleep or we didn't do anygood!,positive
 @user I know right? I am celebrating with a Jack and coke.. all is quiet on the western front!,positive
" Have woken to the sound of loud, bad pop music from the neighbours. What happened to easy listening on a Sunday morning?",negative
 I have the sound of the loud music stuck in my head still(x,negative
" woke up to the sound of music, safe. Haha! Swaaggggg",positive
 Dubturbo will be a real terrific software: Those of us that enjoy tuning in to the sound of tracks commonly cont... link,positive
" The Music version of Sound Sleep Now does a terrific job of lulling you into a deep, restful sleep - link",positive
" @user the sound of a woman moaning, bed springs bouncing, and bodies slapping up against each other is my fav type of music.",positive
 Will strangle the next person that takes unsuspecting people for granted. And mash their face in their bloody discharge for extra effect.,negative
 @user It's the Paul Gaugin and Edwardian architecture mash up. I happen to think it's perfect (and is why I bought a terrace...),positive
 Mau cobain min!!!T @user Jhon dory lemon butter sauce with Mash potato smoke beef....!!!,positive
 Wright is copping a pasting from the punters at third man here at the #SCG #odi #cricketaus,negative
 Schiavone won 16-14 in the third set. I still stand by my belief that she is a man. #ausopen #marathonmatch,positive
 @user Kim Morgan did a nice bit on THE THIRD MAN too. Decent start. Im so-so on Lemire.,positive
" Watching the Third Reich on the history channel, amazing how one man brought a nation eternal shame",negative
 Just watched the end of the third season of Chuck and OH MAN IT WAS AWESOME!!!!! (138),positive
 Man that Olive Garden was good...My third time eatting there..might be the last.,positive
" @user I agree - Barry should have kept on that leg in the third... he won, but man he could have made it more definitive for sure",negative
 I wish I had The Third Man soundtrack on my computer,negative
" #meangirls And on the third day, God created the Remington bolt-action rifle, so that Man could fight the dinosaurs. And the homosexuals.",positive
" Funny sign. They had brought in a 'minute-man' into the Vacuum Cleaner Department of the factory, third floor (off... link",positive
" @user speaking as a man, its the third best thing. HAHAHA",positive
" #meangirls and on the third day, God created the remington bullaxe rifle. So that man can kill the dinosaurs...and the homosexuals. AMEN!",negative
" @user Hey Fantasia's new song #bittersweet is # 10 right now, thought you might want the ringtone too link",positive
 @user you kno i luhh yu girl!! yu put me on my fantasia flow. .. listening to her right nowww,positive
 #np Fantasia -- I'm Doing Me this instrumental is crazy! Mmmmm! Entire different concept for the song! #wewritesowehaveproofitsours,positive
 More expected for Chocolate Fantasia this year: This year's Chocolate Fantasia is expected to be bigger than ever -... link,positive
" @user that's great to hear!! My day was productive. Just cleaning now, listening to fantasia, Back To Me is amazing!",positive
 @user yeah ! And ahah @user you listening to fantasia,positive
 @user lmao thats funny im a rebel without a cause real talk haha bu yeah im glad i didnt go finally i turned my life around haha,positive
 @user Rebel without a cause!!,negative
 This evening I have been taking pleasure in James Dean's performance in Rebel Without A Cause.,positive
 Bored. Watching Davide Squillace clips at DC10 whilst at work. I am a rebel without a cause link,negative
" I can't believe I stayed here for that long, i feel proud. I'M A FUCKING REBEL WITHOUT A CAUSE.",positive
 See ima rebel without a cause,positive
 Rebel without a cause = classic,positive
" @user I do, Rebel without a cause is a personal fav of mine.",positive
 I was a rebel without a cause lmao.,positive
 i'm watching Indiana Jones and the raiders of the lost ark... great movie :): link,positive
 Bout to watch Raiders Of The Lost Ark! Good lookin out on the box set @user,positive
" @user Yes,Lol Theres4. Indiana Jones and the raiders of the lost ark, Temple of Doom, Last Crusade, and Kingdom of the crystal skull",positive
 @user Y not? Did u ever see Raiders of the Lost Ark? The monkey in that is the best!,positive
" DJ Reel, spin that movie, Raiders of the Lost Ark.",positive
" @user hahaha, that is awesome, maybe it'll go raiders of the lost ark style and melt someone's face off heh",positive
" The star of this film was cast only 3 weeks before production, after as many as 9 other actors were approached - link",negative
" Raiders of the Lost Ark now fully raided, melting faces and all.",negative
 Cleaning house with Raiders of the Lost Ark playing in the background has become Indiana Jones interrupted occasionally by vacuuming. Oops.,negative
 Photo: backtotheeighties: i always loved this scene link,positive
" Raiders of the Lost Ark - does not matter how many times I see it. It is brilliant, a timeless classic.",positive
" Raiders of the lost ark is tonights movie ,100% classic from start to finish , so many iconic scenes",positive
" Feels like popping in a dvd today. Im taking it back to the early 1980s. Raiders of the lost ark, with Harrison Ford!. Cant get any better!",positive
 Watching a german-dubbed Raiders of the Lost Ark in my hotel room. Will Indy still prevail in this version?? #ZeGermans!,positive
 @user You'll be fine mate. I have vertigo and it kicks in during those bits.,positive
 Yeah. I've had vertigo before and this definitely feels like the beginning of vertigo.,positive
 Got a bunch of trades out from the library. Heh. Vertigo. Also Transformers. Finally gonna read Death: High cost of living.,negative
 I liked a YouTube video -- U2 - Vertigo link,positive
" @user I had finally fallen asleep. She scared the shit out of me, and I jumped up so fast, I feel like I have vertigo.",negative
" got vertigo while vacuuming, it'd probably have been a little worrying if it wasn't so retarded.",negative
 Watching Vertigo. Jimmy Stewart's work here is the direct cinematic ancestor of Vin Diesel's Triple X period. #beefcakehero,positive
 Feeling quite dizzy tonight. I think it's time to sleep and hope this vertigo goes away.,negative
" @user Daam all kinds of rebeless ha,sure thang tootsie pop",negative
" @user it's 8 degrees in Chicago, I am freezing my tootsie off! Heels on, shivering leaving the club! Burrrr it's cold!",negative
 @user Lmao! Never. You can go ahead and choke on a tootsie roll.,negative
 Now you tell meh how many licks does it take till your tootsie POPS !,positive
" Cotton candy , sweet as gold , lemme see you tootsie roll",positive
 #throwbackmuzik Cotton Candy sweet as gold let me see u Tootsie Roll come on now slide baby slide lol,positive
 A very special cat link,positive
 Listening to laura talk about #stagecoach very disheartened #missrocklaura,negative
" ... Why Stagecoach decided the whole of Common Garden Street was the best place to do that, I'll never know.",negative
 Stagecoach was such fun today!! :D,positive
" Watching #Stagecoach (1939) w/ #JohnWayne ... now, back to my regularly scheduled awesomeness!",positive
 So I'm now employed by Stagecoach Theatre Arts. Lolol.,positive
 Good day at stagecoach today :) well excited for the show in April :D xx,positive
 Another good day at stagecoach :) excited for the show in April :D xx,positive
 I could honestly spend HOURS in Stagecoach.,positive
 At Stagecoach. :s,negative
" I say close encounters of the third kind is the best steven speilberg movie, second to the jurassic park triolgy, third to jaws, and las ...",positive
 #nowplaying Close Encounters of the Third Kind. Because aliens REALLY like #music. I have that in common with them. #flute #piano,positive
 @user  Watching Close Encounters of the Third kind for the first time.....really.  Hope you have a great weekend.,positive
 my current friday night-- close encounters of the third kind and sour candy... it's still early tho.. anything fun happening tonite?,positive
 Close Encounters of the Third Kind is probably the most terrifying movie I've ever seen.,positive
 It's making me want to watch Close Encounters of the Third Kind again. #XFiles1x01,positive
 Watched Close Encounters of The Third Kind last night. Great movie -- had Daft Punk UFOs in it.,positive
 Watching Close Encounters of the Third Kind for first time in 20 yrs. This movie could debut tomorrow and still win an Academy.,positive
" @user I don't think I need to guess, but ok, close encounters of the third kind? Lol",positive
 @user yoda as the skin wearing freak from silence of the lambs. See you I can with my night vision goggles...,negative
 This movie silence of the lambs is so lame -.- this is a classic?,negative
 Watching Silence Of The Lambs I'm Frickin SCARED!,positive
" I think I've picked my movie for the night, The Silence of the Lambs, not to be confused with the holiday movie, The Silence of the Yams",positive
 @user lol yeah @user and please tell me you saw the silence of the lambs trailer that shit is hilarious,positive
 Love detective films like Silence of the Lambs and Se7en. There should be more films like that.,positive
 Silence of the Lambs makes me feel better about myself,positive
 Watching silence of the lambs with the boys  mhmmmmm jodie foster,positive
 Watching silence of the lambs with @user (:,positive
 @user silence of the lambs was gd. I liked the trilogy. Need more gd films like that.,positive
 The Trump Network is about to change the face of network marketing. Join and get major leaders coaching. link,positive
" Andrew Garfield didn't expect 'The Social Network' to be exciting at first: The 27-year-old actor, who plays the... link",negative
 @user Kk.i'm trying to sign twititions but the network here is disgusting horrifying(megamind) but I'll kip trying,negative
 watching cartoon network :),positive
 Contactmusic.comAndrew Garfield didn't expect 'The Social Network' to be exciting at firstMalaysia... link,negative
 @user Thought you might be interested in link a political social network. Hope to see you there!,positive
 Health Solutions Network. Those three words ensure quality and reliability! Trust us to help link,positive
 @user @user @user I love a Manchurian Candidate Reference in the morning! Well done.,positive
" #FF @user Manc for Mancunian not manky! :D and no, not Denzel Washington! He was The Manchurian Candidate! Ok, clear?! Then follow! :D x",positive
 @user Remaking The Wild Bunch is even dumber than the remake of The Manchurian Candidate.,negative
" @user Right on about Manchurian Candidate. The original is genius, but I couldn't even stand to finish the re-make.",negative
 Cowen is the best opposition mole an Irish Manchurian Candidate -nick Coffey brilliance,positive
 Jus watched 'The Manchurian Candidate' I now want 2 write a official letter of complaint to the director 4 wasting 1.5 hours of my life,negative
 Sometimes I wish I were an American expatriate writer in 1920's Paris,positive
" OH YAY. Didn't realize I had An American in Paris on my hard drive, too.",positive
 Downloading lots of musical soundtracks. I love musicals so much. But I'm having a hard time finding An American In Paris.,positive
 @user It was a little trick I learned from an American in Paris. Test it out - works like a charm. @user,positive
" @user Yeah, Shane! #idothattoo everytime again :P",positive
" @user hey yuri, have u done any interracial vids yet ...luv to c u slog it out with mr. marcus or lex steele or shane et al...",positive
 Departures 60 link,
 @user thanks Shane - catch up soon - drop me an email @user - check out ideas.org - happy to talk prototyping #ukgc2011,positive
" @user no, no its not shane, but who cares ? :L",positive
 Think today will mostly be about absolutely dying...and the excellent french connection sale!,positive
 Why are the French hated by so,negative
ate day is awesome!,positive
 OMG the French Connection w/the pontiac!!!!! That one is ridiculous!!!!!!!!! and the film was great too,positive
 Pesticides linked to French farmer's death link Can't believe it's taken this long to make the connection,negative
 I loooooooove the French connection in the village and Ben Sherman!! Shopping at my two favorite stores in the city!!,positive
 it's a sad moment when you see your rather pricey French Connection dress in the sale in your size for a fraction of the price.,negative
 The jokes on you French Connection. Tweet and twitter are the same. I still love you though.  link,positive
 Setting of in 10 mins for shopping! The excitement of the French connection sale is uncontrollable!,positive
 Sale signs everywhere. I made the mistake of dipping into french connection. THAT coat was genuinely 70% off. Get thee behind me satan!,negative
" @user I HATED the Blind Side. Thought it was Forrest Gump conservative, Christian bollocks.",negative
 LMAO @user Forrest Gump getting the Watergate people busted,positive
"er seen it before, but loved it :) @user always does a brilliant job.",positive
 Watching this feather on Forrest gump. Wish I could just float around.,positive
" @user classics? Ooh!!Forrest gump,fight club,snatch,pulp fiction,lock stock and two smoking barrels. Hi ba3ad eli kilish mo hardcore :p",positive
 Ratchet is as ratchet does. *Forrest Gump voice*,negative
 Forrest Gump is the best movie of all time,positive
 The only depiction of Christ on film that I personally think comes close to defining what Christ was like was in Ben-Hur. #CaseClosed,positive
" @user Now you have to show him Ben Hur to balance things out!  I loved The Ten Commandments as a kid, I wanted to be Nefertiri. :)",positive
 @user I went looking for Ben Hur at Blockbuster recently. It was apallingly absent; I was furious. @user @user,negative
een in the distance.,
" Watching Ben Hur/listening to innerpartysystem/altering my salvation army skirt. I'm normal, right?",negative
 I wonder if the directors of Gone With The Wind and Ben-Hur would've agreed that a 30 second clip of Charlie biting a finger is truly EPIC?,negative
 Today I watched the modernized film of Wuthering Heights. It was weird. But I loved that Heathcliff was a tormented musician. xD,positive
 sleep or read wuthering heights. maybe dinner first :D,negative
s is hilarious.,
 @user You have inspired me to put on Kate Bush's Wuthering Heights. I hope you're happy.,positive
 Am I a romantic? I've seen 'Wuthering Heights' ten times. I'm a romantic.,positive
 @user I hated Wuthering Heights.,negative
 I'm quitting on Wuthering Heights. The more I read the more I dislike the characters.. #books,negative
 ...and the angels wr so angry that they flung me out in2 the middle of the heath on the top of Wuthering Heights; whr I woke sobbing 4 joy.,negative
 @user i fucking hate wuthering heights.,negative
 Start a Blog and Make Money Properly: To start a blog and make money seems to be a gold rush over the last few y... link,negative
 Silver Bullion Bars link,
 @user won't stop for the Gold Rush Theme Park in Mogo (est. 1850); sulking.,negative
" The miners on Gold Rush: Alaska seem very stressed out about not finding any gold. Well, that's what happens when you're 100 YEARS late.",negative
" GOLD RUSH: Predicting the Oscar nominees - Hull, MA - Wicked Local Hull link",negative
 Another great game for the Gold Rush. Got that W so now it's time to make the best out this weekend..,positive
 Big Bounce Back Day for the #MSULadyEagles! Proud of the effort and enthusiasm showed on Gold Rush Day! #3Keys,positive
" Making a risotto, listening to After The Gold Rush: guaranteed mood lifter",positive
 I am getting tired of watching the Gold Nuggets n Gold Rush play every week,negative
 Some shows have a hot spring episode.  This show has a dances with wolves episode.  WTF,negative
" It's confirmed- Dances With Wolves is the worst movie to have on, while you nap, with two dogs who bark at any animal on tv.",negative
 Lol dances with wolves is playing on tv at 12. Miss my history class :(,negative
 @user Why wait?  I got a fridge full of hard-boiled eggs and 'Dances With Wolves' on the DVD.,positive
 Watching Dances With Wolves. So far looks like a great movie. The score is amazing!!!,positive
 link Tilapia was so good. It dances with wolves,positive
"  Now 25, he's still doing tv and movies.  And he's barefoot.",negative
" Sixteen Candles, Godfather II, Dances with Wolves and Coming to America. All movies I can watch over and over again! #random",positive
 Just leaving the big city wit bright lights!,negative
 I noticed I'll play a quality song when I'm passing by downtown.  Always getting inspired by my city and its lights and its people #206,positive
" @user Hee hee I'm joking, honestly!!! Its only up the road from me so much nicer for you to get out of the city lights into countryside!",positive
" today was a good day. except for those two mishaps, otherwise today was a good day. good night sin city lights [;",positive
 Gettin high under city lights #BluntsLit,positive
 Oooooooohweee :-S somebody say let's ride to this Cudi. Damn it takes ah second to fall and a lifetime to rise. CITY LIGHTS...LETS GO SHINE!,positive
" Bright lights, big city but really its all pretty shitty.",negative
 Soundtrack to American Graffiti you say? Good Call...,positive
 Hopefully it will earn the same praise that my pick from last week - American Graffiti - did. Betting my reputation on HF.,positive
" American Graffiti but more contrmporary, more drugs, and great music. link (via @user #DazedAndConfused",positive
 American Graffiti was pretty epic.,positive
 @user That's it! I'm checking your blog now to see what other cool films I'm missing. Totally agree w/ you re: American Graffiti end.,positive
 I liked a YouTube video -- American Graffiti Trailer link,positive
 @user Lol! American Graffiti is classic!,positive
 @user then they ruined it with MORE AMERICAN GRAFFITI (worst sequel ever),negative
" Watching 'American Graffiti' last night @user reminded me how heartbreaking that ending is. When the Beach Boys come in, it's perfect.",negative
" Photo: Watched American Graffiti, the colors and style of the movie is so beyond its time. Such a good... link",positive
 American Graffiti is still one of my all time favorite movies,positive
" 'You're an ogre, just like my father.' - american graffiti",negative
" @user with @user American Graffiti was amazing, AMAZING! Next up, my fav, Animal House. #weneedmorewhiskey !",positive
 Listening to Rocky IV songs because I'm  on a train that has some bitch that laughs like a man!,negative
 life has been pretty much rocky for me.,negative
" ...just watched rocky movies w/ Clau, some movies just never get old!!",positive
 Watching The Rocky Horror Picture Show. Yeah its a s10w night,negative
" @user Lol same. After the ones I said it's like, Rocky Horror, Grease, and Chicago I think. x)",positive
 @user haha member what I told you about rocky road!,positive
" Watching 'The Rocky Horror Picture Show'. I've forgotten how bad this movie was, but so so good at the same time lol.",positive
 eating rocky road icecream...#heaveninabowl #yummy #calorieoverload #idontcare #worthit,positive
 @user thats for you ur supposed to be in training Rocky,positive
 *cuddles with Rocky* I hope this puppy doesn't bite my hair /:,positive
 Making rocky road with my friend @user #thingsilove,positive
 Photo: jessalynsarahgilsig: This movie. These two. Everything in this movie. GORGEOUS. link,positive
" Just flicked over to the classic Russian roulette scene in The Deer Hunter. Click, click, click...",positive
 Easy A - some fantastic writing in that film. some of the dialogue was fantastic. Overall enjoyable experience. Now - The Deer Hunter....,positive
" The Deer Hunter in TV, awesome!!!",positive
 @user -grins- I suppose you are like the others? A deer hunter?,negative
" After the camo man post earlier, I'm being followed by a deer hunter. Or could it be deer stalker and I'm being followed by a hat",negative
 @user Uh ... this is controlling a live claw game remotely? Like the remote control deer hunter? Interesting.,positive
 Is the Wild Bunch the greatest film ever? (the answers yes in case you were unsure),positive
 Always said this place is toooo hilly! The wild sounds like a bunch of banshee's,negative
 #random Everytime I see a gang of motorcyclists I think of the Episode of Sponge Bob and the Wild Bunch..ha ha..they were all old!! He he,negative
" Time to chill with the wild bunch.Mumbles,One Two and Handsome Bob...oh and throw in an Archie @user slap for good measure lol",positive
" I swear, the kids at ikea are a bunch of crazy wild apes! The kids section is a HUGE mess! -.-'",negative
at is a game changer.,positive
 Remaking Lethal Weapon? What a HORRIBLE idea.,negative
" Due to a wild dose of the #cantfuckingsleepsies ive resorted to watching my big fat gypsy wedding on 4od, what a bunch of mentals!",negative
 @user The Wild Bunch!! Again!! =),positive
" Great NY Times article on Tara Stiles - unconventional, modern day yoga teacher based in NYC link",positive
 Great NY Times article on Tara Stiles - an unconventional-modern day yoga teacher based in NYC link,positive
 Stock market 2011: Microsoft: The Undervalued Giant Makes a Comeback link,positive
 Microsoft: The Undervalued Giant Makes a Comeback:  StreetAuthority submits: by Melvin PasternakWhen Microsoft (... link,positive
 Does anyone know of any shops in town or Met Centre that still have giant chupa chups lollipops? It's too late to order online!,positive
" @user wuih, belajar kungfu? Keureeen~ ;)) What a unique little huge giant labitto. :))",positive
" @user just had giant bowl of honey nut loops, hehe! Hopefully it'll keep me full :-)",positive
 just got one of my youtube videos commented upon by the creator of platoon of power squadron! link,positive
 Very cool. Driverless cars on their way to a future near you: link,positive
" @user  Turco has played in SEVEN games since Dec. 1, and three were while Crawford had the flu after Christmas. Platoon? Please LOL",positive
 I liked a YouTube video -- 10 PlatoON  Irish Guards in Iraq Op TELIC 10 link,positive
" I'm officially a tweeter... watching Platoon, working in my journal. Happy Saturday night!",positive
" America lost another hero Ed Mauser, the last living soldier of 2nd platoon Easy Co. of the 506th parachute infantry 101st Airborne Division",negative
" my Bio : Im the comandeer Platoon of Red rose army , Highland.. Hahaha, Scarleticia maybe",positive
" @user I once showed a girl Duck Soup. 15 mins in she says, 'Is this a comedy? It's like a nightmare.'",negative
" @user @user I'm going to listen to it and like it, even though it isn't just an hour of Duck Soup - Barbara Streisand",negative
" As if lunch wasn't enough. Antipasti (on mealmates). Pumpkin soup and duck mushroom pasta, cheese, rhubarb tart... kir, sancerre and cab sav",positive
