irrelevant,"Casi 30 aÃ±os usando PC, de ellos casi 4 Mac y tengo q decir que el Macbook Air 11&quot; de @apple es de largo lo mejor. No imagino como mejorarlo",apple,1.26E+17,10/18/2011 21:13
negative,RT @radlerc: Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s,apple,1.26E+17,10/18/2011 21:12
negative,Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s,apple,1.26E+17,10/18/2011 21:11
neutral,@Apple will be rolling out iPhone 4S to more than 20 more countries by the end of the month.,apple,1.26E+17,10/18/2011 21:11
negative,The one #iphone feature still missing since @apple first showed it.. Contacts pictures on the contacts list! Simple yet 5 major updates miss,apple,1.26E+17,10/18/2011 21:11
positive,@Apple will be adding more carrier support to the iPhone 4S (just announced),apple,1.26E+17,10/18/2011 21:09
irrelevant,Ud alguna vez ha llamado al servicio de @apple support? Se nota!! Con razon le gusta apple : @,apple,1.26E+17,10/18/2011 21:07
neutral,Is it JUST a coincidence that @Apple named their virtual assistant after Tom and Katie's robot daughter?,apple,1.26E+17,10/18/2011 21:05
positive,Hilarious @youtube video - guy does a duet with @apple 's Siri. Pretty much sums up the love affair! http://t.co/8ExbnQjY,apple,1.26E+17,10/18/2011 21:02
irrelevant,@waze_it @macneo Bellissimo video. Sono sempre piÃ¹ convinto di prendere un @Apple iPhone e gettare via il @Nokia N97 che mi ritrovo.,apple,1.26E+17,10/18/2011 21:00
neutral,Good or Bad results for @Apple ? Depends on who you ask apparently http://t.co/yDH8ffxE,apple,1.26E+17,10/18/2011 20:58
negative,Asked siri is she dreams of electric sleep. Was disappointed that she didn't have a snippy answer.  Missed opportunity @apple,apple,1.26E+17,10/18/2011 20:53
neutral,Interesting times when increasing your revenue from $20B to $28B in a recession is considered a disappointment. @apple,apple,1.26E+17,10/18/2011 20:53
irrelevant,ipad: &quot;mi aparato favorito de la vida&quot; frase celebre de Azay Carrasco @apple #ipad,apple,1.26E+17,10/18/2011 20:48
positive,@RIM you made it too easy for me to switch to @Apple iPhone. See ya!,apple,1.26E+17,10/18/2011 20:40
positive,I just realized that the reason I got into twitter was ios5 thanks @apple,apple,1.26E+17,10/18/2011 20:34
positive,"I'm a current @Blackberry user, little bit disappointed with it! Should I move to @Android or @Apple @iphone",apple,1.26E+17,10/18/2011 20:30
neutral,People are waiting in line @apple for phones at 1:30 on a Tuesday! Don't you people have Jobs(no pun intended?)???,apple,1.26E+17,10/18/2011 20:30
negative,"@paulens It surprises me that @Apple throws up an error alert about authorizing, and there's no &quot;Authorize this computer&quot; button.",apple,1.26E+17,10/18/2011 20:30
irrelevant,Cenaze nedeniyle kapalÄ±yÄ±z' @apple  http://t.co/j4L892Kk,apple,1.26E+17,10/18/2011 20:28
negative,@Lisa_Marie1987 shhhh. the evil sith lords @apple may hear you ha!,apple,1.26E+17,10/18/2011 20:26
neutral,@Apple Would much rather get outta this having a ( see pic ) and have fun with this &quot; Have your friends choose music&quot; http://t.co/7IiHbr4J,apple,1.26E+17,10/18/2011 20:25
negative,FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO.,apple,1.26E+17,10/18/2011 20:24
negative,"Oh, @apple. Steve obviously had nothing to do with iPhoto, as it's the perfect opposite of 'insanely great'. Get it fixed, please.",apple,1.26E+17,10/18/2011 20:21
irrelevant,Dancing bear @apple store Lincoln center http://t.co/XBmjUpMq,apple,1.26E+17,10/18/2011 20:18
negative,OMG @apple WHY THE FUCK DID YOU DELETE ALL MY MUSIC YOU DICKS,apple,1.26E+17,10/18/2011 20:15
neutral,RT @CRMStrategies: Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @philsimon,apple,1.26E+17,10/18/2011 20:09
negative,@ryanbaldwin @apple So in iTunes I go Store -&gt; Authoriseâ€¦ why doesn't it just auto-authorise it when I sign into iTunes? Grrrr...,apple,1.26E+17,10/18/2011 20:08
negative,"Seriously - I have absolutely no offing clue what @Apple means by &quot;authorization&quot;, nor how to do it.",apple,1.26E+17,10/18/2011 20:04
negative,"Boy, could @apple make it any harder to put my purchased music from the cloud on to my new macbook pro? &quot;You must authorize this computerâ€¦&quot;",apple,1.26E+17,10/18/2011 20:03
neutral,@apple gonna see if anyone stayed logged into their fb or twitter #TroubleMaker,apple,1.26E+17,10/18/2011 20:01
irrelevant,#BlackBerry #RIM esta tratando de abarcar el mercado imitando a android y en ciertas cosas a @Apple pero sinceramente no creo que llegue :),apple,1.26E+17,10/18/2011 20:00
neutral,@leg3nd @apple the new iPhone?,apple,1.26E+17,10/18/2011 19:56
irrelevant,iPhoneã®ã‚¢ãƒ‰ãƒ¬ã‚¹ã¯@apple.ne.jpã«ã™ã‚Œã°ã„ã„ã®ã«(Â´Î¹_`),apple,1.26E+17,10/18/2011 19:54
negative,"shit, shit, shit. IOS5 update ate all my apps, data and media just like @apple said it would. This is going to take some time to rebuild.",apple,1.26E+17,10/18/2011 19:51
neutral,"If you've been struggling to get hold of me, I'm back online with a new iPhone - thanks @apple",apple,1.26E+17,10/18/2011 19:49
neutral,"Hey @Apple, pretty much all your products are amazing. You blow minds every time you launch a new gizmo. That said, your hold music is crap.",apple,1.26E+17,10/18/2011 19:44
negative,. @apple &amp; @AT&amp;T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!,apple,1.26E+17,10/18/2011 19:43
neutral,Amazing story of @dropbox and @apple http://t.co/r4oDCwvY,apple,1.26E+17,10/18/2011 19:42
negative,Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance,apple,1.26E+17,10/18/2011 19:40
irrelevant,sail phoenix next stop----&gt; after quimera rock @apple house,apple,1.26E+17,10/18/2011 19:39
neutral,Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @philsimon,apple,1.26E+17,10/18/2011 19:38
negative,Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity,apple,1.26E+17,10/18/2011 19:37
negative,"I am so done with @Att and @apple 's profitering and lack of customer service, so fucking down with both!!!",apple,1.26E+17,10/18/2011 19:34
negative,It would be great If @Apple would send my new phone. #frustrated,apple,1.26E+17,10/18/2011 19:34
neutral,@Jake_Gyllenhaal So you've made up with @Apple?,apple,1.26E+17,10/18/2011 19:33
neutral,@Apple has a pic of Steve Jobs on their home page. #Honor,apple,1.26E+17,10/18/2011 19:30
positive,The 16 strangest things Siri has said so far. I am SOOO glad that @Apple gave Siri a sense of humor! http://t.co/TWAeUDBp via @HappyPlace,apple,1.26E+17,10/18/2011 19:30
irrelevant,che palle sto cacchio di #WP7 di merda con un #Whatsapp che funziona di cacca per colpa del sistema di #notifica! @apple send me an #iphone,apple,1.26E+17,10/18/2011 19:28
positive,Great up close &amp; personal event @Apple tonight in Regent St store!,apple,1.26E+17,10/18/2011 19:22
negative,@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.,apple,1.26E+17,10/18/2011 19:21
neutral,"@Apple to shut stores!!! C'mon, Only Wednesday for @SteveJobs memorial.",apple,1.26E+17,10/18/2011 19:20
negative,"@rogerweir no but I have the option of a  replacement iPhone 4s ?
Not sure if I want one after having 2 duff iPhones.
@O2 @iphone4s @apple",apple,1.26E+17,10/18/2011 19:13
neutral,@Motorola is the Best Android-powered company that is going against @Apple.,apple,1.26E+17,10/18/2011 19:12
neutral,@apple #readyfor5.0.1 http://t.co/M2FqakYr,apple,1.26E+17,10/18/2011 19:10
positive,From which companies do you experience the best customer service aside from @zappos and @apple?,apple,1.26E+17,10/18/2011 19:07
irrelevant,"Twitter intÃ¨grÃ© dans ios5, mais le correcteur franÃ§ais ne connaÃ®t pas ce mot et propose titrer... Peut mieux faire comme intÃ©gration @Apple",apple,1.26E+17,10/18/2011 19:05
negative,So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?,apple,1.26E+17,10/18/2011 19:02
negative,"You know @apple It's been almost a week since I paid for iTunes Match, I would really like to use it. Any ETA on a fix?",apple,1.26E+17,10/18/2011 19:00
neutral,This is what I have been waiting for RT @Apple The last big project Steve Jobs was working on was the new cranial insertion device: iMplant.,apple,1.26E+17,10/18/2011 18:55
neutral,Apple Users Get The official Kalifornia Cavi App on your Apple Device now on  - powered by @Apple - Download it free http://t.co/HlGnvlRw,apple,1.26E+17,10/18/2011 18:46
neutral,The official Kalifornia Cavi Mobil App is now available on the app store - powered by @Apple - Download it free http://t.co/HlGnvlRw,apple,1.26E+17,10/18/2011 18:45
neutral,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/I6woujUh #PampersHelloApps",apple,1.26E+17,10/18/2011 18:44
irrelevant,Chill lol RT @apple:  RT @Styl_Standin: What is imessage??,apple,1.26E+17,10/18/2011 18:43
positive,"Just apply for a job at @Apple, hope they call me lol",apple,1.26E+17,10/18/2011 18:37
positive,RT @JamaicanIdler: Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to hide a body lolol,apple,1.26E+17,10/18/2011 18:36
positive,Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to hide a body lolol,apple,1.26E+17,10/18/2011 18:35
neutral,@Apple #RIPSteve RT @davepeck: Steve Jobs and the Seven Rules of Success http://t.co/4nLRLdWy,apple,1.26E+17,10/18/2011 18:29
negative,removing all @apple shit.,apple,1.26E+17,10/18/2011 18:24
neutral,macbreak weekly @TWiT via @apple airplay in full HD on the 42&quot;. finally! @leolaporte @Ihnatko @alexlindsay,apple,1.26E+17,10/18/2011 18:23
irrelevant,@LennyDubz you do know that @apple is not the company. and why u blasting me on #twitter???,apple,1.26E+17,10/18/2011 18:22
negative,So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple,apple,1.26E+17,10/18/2011 18:18
positive,"RT @PhillipRowntree: Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!",apple,1.26E+17,10/18/2011 18:16
neutral,"Stay young, stay foolish. But take ownership when u f*ck up, don't complain, and never give up. #resilience @apple",apple,1.26E+17,10/18/2011 18:15
irrelevant,@bassponton @iphoneclub @kpn @iphone @apple ja. En dan heb je voor dat geld ook nog een datalimiet....,apple,1.26E+17,10/18/2011 18:14
positive,Wow. Great deals on refurbed #iPad (first gen) models. RT: Apple offers great deals on refurbished 1st-gen iPads http://t.co/ukWOKBGd @Apple,apple,1.26E+17,10/18/2011 18:14
neutral,"Dear @motorola, I smell a lawsuit coming your way. cc: @apple #motoactv",apple,1.26E+17,10/18/2011 18:13
negative,What??? I that sucks hello @apple RT @PhoneDog_Aaron Interesting note - DROID RAZR's battery isn't removable.,apple,1.26E+17,10/18/2011 18:07
positive,"Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!",apple,1.26E+17,10/18/2011 18:05
negative,@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em,apple,1.26E+17,10/18/2011 18:05
negative,Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise,apple,1.26E+17,10/18/2011 18:05
neutral,RT @hofmania: I just paid someone to wait in line at the @apple store this morning for me on @zaarly #putapriceonconvenience #iphone http://t.co/qmPLbZxx,apple,1.26E+17,10/18/2011 18:04
positive,ä½ å¥½ ! Currently learning Mandarin for my upcoming trip to Hong Kong. I gotta hand it to @Apple iPhones &amp; their uber useful flashcard apps  î”–î”“,apple,1.26E+17,10/18/2011 18:04
negative,"@bisquiat @Apple the upgrade just slows down my phone so much, it's stuck half the time. uch. thankfully no other damage. sucks for you :(",apple,1.26E+17,10/18/2011 18:02
neutral,@apple Or @Microsoft Buying Out @RIM ?,apple,1.26E+17,10/18/2011 18:02
negative,@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.,apple,1.26E+17,10/18/2011 18:01
irrelevant,Y sigue sin avisarme cuando me mencionan en Twitter... #pidounparche #actualizenlaapp @apple @steve_jobs #mugrero,apple,1.26E+17,10/18/2011 17:55
irrelevant,Kan @Samsung och @Apple sluta slÃ¥ss om kunderna i rÃ¤ttssalen och med vÃ¤rldens bÃ¤sta produkter istÃ¤llet sÃ¥ blir det mycket bÃ¤ttre!,apple,1.26E+17,10/18/2011 17:54
negative,Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat,apple,1.26E+17,10/18/2011 17:51
positive,Oh no! @Apple watch out! @Motorola released another &quot;iPhone Killer&quot;.... Hahahahaha! @Motorola = #wannabe,apple,1.26E+17,10/18/2011 17:51
neutral,@apple Why don't you have a wireless remote for Keynote presentations w a MacBook Air?  Nobody wants to see the pith man navigate w a iPhone,apple,1.26E+17,10/18/2011 17:46
positive,"Come to the dark side â€œ@gretcheneclark: Hey @apple, if you send me a free iPhone, I will publicly and ceremoniously burn my #BlackBerry.â€",apple,1.26E+17,10/18/2011 17:41
irrelevant,"Y @Apple? &quot;@BlackberryVzla: RIM anuncia mÃ¡s de 150 millones de dispositivos Vendidos, 1 BillÃ³n de Apps Descargadas ymÃ¡s http://t.co/5IFKXvg4",apple,1.26E+17,10/18/2011 17:40
negative,@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO,apple,1.26E+17,10/18/2011 17:40
neutral,"RT @HaendelBalzora: dear @apple please invent &quot;FaceTime Voicemails.&quot; sincerely, haendel balzora jr. #apple",apple,1.26E+17,10/18/2011 17:39
positive,@HaendelBalzora @apple #gamechanger,apple,1.26E+17,10/18/2011 17:36
positive,"Hey @apple, if you send me a free iPhone (any version will do), I will publicly and ceremoniously burn my #BlackBerry.",apple,1.26E+17,10/18/2011 17:33
positive,Thank you @apple for Find My Mac - just located and wiped my stolen Air. #smallvictory #thievingbastards,apple,1.26E+17,10/18/2011 17:31
neutral,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/YUydxo1t #PampersHelloApps",apple,1.26E+17,10/18/2011 17:28
negative,Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.,apple,1.26E+17,10/18/2011 17:25
neutral,"dear @apple please invent &quot;FaceTime Voicemails.&quot; sincerely, haendel balzora jr. #apple",apple,1.26E+17,10/18/2011 17:24
irrelevant,Wat een belachelijke prijzen KPN-prijzen iPhone 4S duiken op http://t.co/ep9kZUPb via @iPhoneclub @kpn @iphone @apple,apple,1.26E+17,10/18/2011 17:19
neutral,"RT @jesperordrup: Hi @apple. Household has 4 iphones, 2 ipads, 2 minis, 2 apple tv, AirPorts, Timecapsule +. Whats a usable iPhoto sharing setup? /cc @maddox",apple,1.26E+17,10/18/2011 17:19
neutral,Couldnt help it &amp; explored the #iphone4s @apple store &amp; talked to #Siri... Should've tried to speak to her in French?! #nexttime,apple,1.26E+17,10/18/2011 17:19
irrelevant,Fullscreen Ã¼berall nur der #AppStore hat keine Option dafÃ¼r. Warum? @apple,apple,1.26E+17,10/18/2011 17:19
irrelevant,Love how  @rogersbiz tell u they're not allowed to sell the 4s for $ more than @Apple but yet want $100 more for the 64G,apple,1.26E+17,10/18/2011 17:16
negative,"@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv",apple,1.26E+17,10/18/2011 17:10
positive,"Just got my first @Apple iPhone, sorry @Blackberry another one bites the dust.",apple,1.26E+17,10/18/2011 17:09
negative,Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT &amp; @Apple. Hero of my day!,apple,1.26E+17,10/18/2011 17:08
negative,@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the &quot;newest&quot; model are suckers...,apple,1.26E+17,10/18/2011 17:07
negative,Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.,apple,1.26E+17,10/18/2011 17:05
neutral,"is it just me or do other people miss the iPod symbol on the iPhone? I had the first iPod, it's what I relate to @apple #ios5 #nostalgia",apple,1.26E+17,10/18/2011 17:05
irrelevant,Me acabo de convertir en un #fanboy de @apple. El ipad2 con el cristal roto y me lo cambian aunque no lo cubre la garantÃ­a. IncreÃ­ble!,apple,1.26E+17,10/18/2011 17:02
positive,"Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty.",apple,1.26E+17,10/18/2011 17:01
irrelevant,@apple bees w. @DEEJAY_TINYT :),apple,1.26E+17,10/18/2011 16:53
neutral,RT @danysaadia: @ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S with my contract?,apple,1.26E+17,10/18/2011 16:50
neutral,@ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S with my contract?,apple,1.26E+17,10/18/2011 16:40
neutral,RT @HowardMortman: .RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/7vZSIXpy,apple,1.26E+17,10/18/2011 16:39
negative,@APPLE Wow @MOTOROLA Just crushed your dreams....,apple,1.26E+17,10/18/2011 16:31
negative,Time to play a game called wait at the @apple store forever because the tourists are taking forever with their genius appointments.,apple,1.26E+17,10/18/2011 16:29
irrelevant,Complimenti sinceri ad @apple per #IOS5 va benissimo su #iPhone e #iPad,apple,1.26E+17,10/18/2011 16:24
irrelevant,"RT @supaluga: RT @modalnho: New mov: &quot;ã‚·ãƒ§ã‚¦ã‚±ãƒ¼ã‚¹@apple store éŠ€åº§&quot; è¨˜éŒ² / starring:ichiro_, REPEAT PATTERN, moda â†’ http://t.co/u82a1Ivk",apple,1.26E+17,10/18/2011 16:20
negative,"RT @phxguy88: Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR",apple,1.26E+17,10/18/2011 16:19
neutral,"Hi @apple. Household has 4 iphones, 2 ipads, 2 minis, 2 apple tv, AirPorts, Timecapsule +. Whats a usable iPhoto sharing setup? /cc @maddox",apple,1.26E+17,10/18/2011 16:18
negative,"Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR",apple,1.26E+17,10/18/2011 16:18
neutral,RT @edatpost: Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn,apple,1.26E+17,10/18/2011 16:17
neutral,#motoactiv? Methinks @apple and maybe @Nike are already prepping lawsuits,apple,1.26E+17,10/18/2011 16:13
irrelevant,"SeÃ±ores de @Apple me encantan los iPod, los iPhone, los iPad y todo lo que empieza por i pero tambiÃ©n me gustarÃ­a ver los putos vÃ­deos!",apple,1.26E+17,10/18/2011 16:12
neutral,@apple you need to get serie in canada you will get so much more money,apple,1.26E+17,10/18/2011 16:10
neutral,Check this video out -- moe. plays Live on iPads. Video dedicated in memory of #SteveJobs http://t.co/XSiyDnqu @ipad @mac @apple #brilliant,apple,1.26E+17,10/18/2011 16:09
negative,@Apple you need to make it easier for people to know what songs that have downloaded from iTunes:  http://t.co/8iAaraLR,apple,1.26E+17,10/18/2011 16:08
neutral,Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn,apple,1.26E+17,10/18/2011 16:06
negative,"@apple, 
No, I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now",apple,1.26E+17,10/18/2011 16:04
neutral,Evolution of @Apple Ads 1975-2002: http://t.co/QTOqOZ42 @thesavoia #stevejobs #tech #art,apple,1.26E+17,10/18/2011 16:00
positive,@DailyDealChat @apple Thanks!!,apple,1.26E+17,10/18/2011 15:56
negative,WTF?!?! @apple the new iOS 5 doesn't allow you NOT to get push notifications from newstand? and SIRI just keeps yapping FUCK!,apple,1.26E+17,10/18/2011 15:53
neutral,@apple #siri http://t.co/k7b686hX,apple,1.26E+17,10/18/2011 15:53
neutral,.RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/LCTPxHF5,apple,1.26E+17,10/18/2011 15:51
negative,"@Apple, on the #iPad with #iOS5, why has the Messages Icon been included when it can't be used?",apple,1.26E+17,10/18/2011 15:51
negative,@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&amp;T,apple,1.26E+17,10/18/2011 15:50
neutral,RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn,apple,1.26E+17,10/18/2011 15:50
positive,iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes,apple,1.26E+17,10/18/2011 15:50
negative,Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii,apple,1.26E+17,10/18/2011 15:49
positive,@apple..good ipad,apple,1.26E+17,10/18/2011 15:48
neutral,RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/OshPyV2G,apple,1.26E+17,10/18/2011 15:47
neutral,.@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn,apple,1.26E+17,10/18/2011 15:47
positive,@apple @siri is efffing amazing!!,apple,1.26E+17,10/18/2011 15:41
neutral,RT @DailyDealChat: @bidmyway I like your app for the @apple iPhone very simple and easy to use!,apple,1.26E+17,10/18/2011 15:38
negative,@apple why is my iPhone battery so crappy #fail,apple,1.26E+17,10/18/2011 15:38
neutral,@bidmyway I like your app for the @apple iPhone very simple and easy to use!,apple,1.26E+17,10/18/2011 15:34
neutral,"Thanks, @Apple. Now even more people on the bus are talking to inanimate objects. Harder than ever to tell who's crazy and who's hip.",apple,1.26E+17,10/18/2011 15:33
negative,My @Apple @macbook keyboard will not type :(,apple,1.26E+17,10/18/2011 15:33
positive,Amazing new @Apple iOs 5 feature.  http://t.co/jatFVfpM,apple,1.26E+17,10/18/2011 15:30
irrelevant,Apple vende 4 millones de iPhone 4S en tres dÃ­as http://t.co/FH5T5Mi6 #turismo #martesviajero @apple,apple,1.26E+17,10/18/2011 15:30
neutral,Noticed how @apple has added the like &amp; tweet icons on their page? http://t.co/PZoNZeC8 #like #facebook #tweet,apple,1.26E+17,10/18/2011 15:27
positive,"RT @TripLingo: We're one of a few &quot;Featured Education Apps&quot; on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z",apple,1.26E+17,10/18/2011 15:25
neutral,@apple shorty a p.c me im a #mac,apple,1.26E+17,10/18/2011 15:22
neutral,@rtimbuc thx for publicly coming out out of the @Apple closet ... :),apple,1.26E+17,10/18/2011 15:19
neutral,"Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/2XJZaLCs #PampersHelloApps",apple,1.26E+17,10/18/2011 15:18
positive,"We're one of a few &quot;Featured Education Apps&quot; on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z",apple,1.26E+17,10/18/2011 15:14
neutral,@RIM to release new generation of phones in the new year to contend with @Apple... Hmmm.,apple,1.26E+17,10/18/2011 15:13
positive,"When you want something done right, you do it yourself... or go to @Apple. AT&amp;T you're useless these days. #yourdaysarenumbered

ï£¿ï£¿ï£¿",apple,1.26E+17,10/18/2011 15:13
neutral,@RIM to release new generate of phones in the new year to contend with @Apple... Hmmm.,apple,1.26E+17,10/18/2011 15:12
positive,We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16,apple,1.26E+17,10/18/2011 15:12
irrelevant,Mooi verhaal over @Dropbox en hoe zij een geweldig aanbod van @apple Steve Jobs hebben geweigerd in het verleden. http://t.co/eARoBIne!,apple,1.26E+17,10/18/2011 15:06
positive,&lt;3 #ios5 @apple,apple,1.26E+17,10/18/2011 15:05
negative,@lynnwi I wish. @apple isn't known for giving users options besides blue or grayâ€¦..,apple,1.26E+17,10/18/2011 15:03
irrelevant,"Ø£ØµØ¯Ø§Ø± Ø¬Ø¯ÙŠØ¯ Ù…Ù† Ø¨Ø±Ù†Ø§Ù…Ø¬ Redsn0w 0.9.9b6 Ù„Ù„ÙˆÙ†Ø¯ÙˆØ² ÙˆØ§Ù„Ù…Ø§Ù„Ùƒ
Ù…Ø¹ Ø¨Ø¹Ø¶ Ø§Ù„Ø£ØµÙ„Ø§Ø­Ø§Øª
#jailbreak #Cydia #iphone @Apple
http://t.co/yxc16f38",apple,1.26E+17,10/18/2011 15:03
