64,1.26388E+17,10/18/2011 20:03,"Boy, could @apple make it any harder to put my purchased music from the cloud on to my new macbook pro? &quot;You must authorize this computerâ€¦&quot;",negative,apple
65,1.26387E+17,10/18/2011 20:01,@apple gonna see if anyone stayed logged into their fb or twitter #TroubleMaker,neutral,apple
66,1.26387E+17,10/18/2011 20:00,#BlackBerry #RIM esta tratando de abarcar el mercado imitando a android y en ciertas cosas a @Apple pero sinceramente no creo que llegue :),irrelevant,apple
67,1.26386E+17,10/18/2011 19:56,@leg3nd @apple the new iPhone?,neutral,apple
69,1.26385E+17,10/18/2011 19:51,"shit, shit, shit. IOS5 update ate all my apps, data and media just like @apple said it would. This is going to take some time to rebuild.",negative,apple
71,1.26385E+17,10/18/2011 19:49,"If you've been struggling to get hold of me, I'm back online with a new iPhone - thanks @apple",neutral,apple
72,1.26383E+17,10/18/2011 19:44,"Hey @Apple, pretty much all your products are amazing. You blow minds every time you launch a new gizmo. That said, your hold music is crap.",neutral,apple
73,1.26383E+17,10/18/2011 19:43,. @apple &amp; @AT&amp;T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!,negative,apple
74,1.26383E+17,10/18/2011 19:42,Amazing story of @dropbox and @apple http://t.co/r4oDCwvY,neutral,apple
75,1.26382E+17,10/18/2011 19:40,Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance,negative,apple
76,1.26382E+17,10/18/2011 19:39,sail phoenix next stop----&gt; after quimera rock @apple house,irrelevant,apple
77,1.26382E+17,10/18/2011 19:38,Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @philsimon,neutral,apple
78,1.26382E+17,10/18/2011 19:37,Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity,negative,apple
79,1.26381E+17,10/18/2011 19:34,"I am so done with @Att and @apple 's profitering and lack of customer service, so fucking down with both!!!",negative,apple
80,1.26381E+17,10/18/2011 19:34,It would be great If @Apple would send my new phone. #frustrated,negative,apple
81,1.2638E+17,10/18/2011 19:33,@Jake_Gyllenhaal So you've made up with @Apple?,neutral,apple
82,1.2638E+17,10/18/2011 19:30,@Apple has a pic of Steve Jobs on their home page. #Honor,neutral,apple
83,1.2638E+17,10/18/2011 19:30,The 16 strangest things Siri has said so far. I am SOOO glad that @Apple gave Siri a sense of humor! http://t.co/TWAeUDBp via @HappyPlace,positive,apple
84,1.26379E+17,10/18/2011 19:28,che palle sto cacchio di #WP7 di merda con un #Whatsapp che funziona di cacca per colpa del sistema di #notifica! @apple send me an #iphone,irrelevant,apple
85,1.26378E+17,10/18/2011 19:22,Great up close &amp; personal event @Apple tonight in Regent St store!,positive,apple
86,1.26377E+17,10/18/2011 19:21,@apple thank you for ruining my 3GS with #iOS5. You've just turned my phone into an utterly useless pile of shit.,negative,apple
87,1.26377E+17,10/18/2011 19:20,"@Apple to shut stores!!! C'mon, Only Wednesday for @SteveJobs memorial.",neutral,apple
88,1.26375E+17,10/18/2011 19:13,"@rogerweir no but I have the option of a  replacement iPhone 4s ?
Not sure if I want one after having 2 duff iPhones.
@O2 @iphone4s @apple",negative,apple
89,1.26375E+17,10/18/2011 19:12,@Motorola is the Best Android-powered company that is going against @Apple.,neutral,apple
90,1.26375E+17,10/18/2011 19:10,@apple #readyfor5.0.1 http://t.co/M2FqakYr,neutral,apple
91,1.26374E+17,10/18/2011 19:07,From which companies do you experience the best customer service aside from @zappos and @apple?,positive,apple
92,1.26373E+17,10/18/2011 19:05,"Twitter intÃ¨grÃ© dans ios5, mais le correcteur franÃ§ais ne connaÃ®t pas ce mot et propose titrer... Peut mieux faire comme intÃ©gration @Apple",irrelevant,apple
93,1.26373E+17,10/18/2011 19:02,So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?,negative,apple
94,1.26372E+17,10/18/2011 19:00,"You know @apple It's been almost a week since I paid for iTunes Match, I would really like to use it. Any ETA on a fix?",negative,apple
95,1.26371E+17,10/18/2011 18:55,This is what I have been waiting for RT @Apple The last big project Steve Jobs was working on was the new cranial insertion device: iMplant.,neutral,apple
96,1.26369E+17,10/18/2011 18:46,Apple Users Get The official Kalifornia Cavi App on your Apple Device now on  - powered by @Apple - Download it free http://t.co/HlGnvlRw,neutral,apple
97,1.26368E+17,10/18/2011 18:45,The official Kalifornia Cavi Mobil App is now available on the app store - powered by @Apple - Download it free http://t.co/HlGnvlRw,neutral,apple
98,1.26368E+17,10/18/2011 18:44,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/I6woujUh #PampersHelloApps",neutral,apple
99,1.26368E+17,10/18/2011 18:43,Chill lol RT @apple:  RT @Styl_Standin: What is imessage??,irrelevant,apple
100,1.26366E+17,10/18/2011 18:37,"Just apply for a job at @Apple, hope they call me lol",positive,apple
101,1.26366E+17,10/18/2011 18:36,RT @JamaicanIdler: Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to hide a body lolol,positive,apple
102,1.26366E+17,10/18/2011 18:35,Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to hide a body lolol,positive,apple
103,1.26364E+17,10/18/2011 18:29,@Apple #RIPSteve RT @davepeck: Steve Jobs and the Seven Rules of Success http://t.co/4nLRLdWy,neutral,apple
104,1.26363E+17,10/18/2011 18:24,removing all @apple shit.,negative,apple
105,1.26363E+17,10/18/2011 18:23,macbreak weekly @TWiT via @apple airplay in full HD on the 42&quot;. finally! @leolaporte @Ihnatko @alexlindsay,neutral,apple
106,1.26363E+17,10/18/2011 18:22,@LennyDubz you do know that @apple is not the company. and why u blasting me on #twitter???,irrelevant,apple
107,1.26361E+17,10/18/2011 18:18,So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple,negative,apple
108,1.26361E+17,10/18/2011 18:16,"RT @PhillipRowntree: Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!",positive,apple
109,1.26361E+17,10/18/2011 18:15,"Stay young, stay foolish. But take ownership when u f*ck up, don't complain, and never give up. #resilience @apple",neutral,apple
110,1.26361E+17,10/18/2011 18:14,@bassponton @iphoneclub @kpn @iphone @apple ja. En dan heb je voor dat geld ook nog een datalimiet....,irrelevant,apple
111,1.2636E+17,10/18/2011 18:14,Wow. Great deals on refurbed #iPad (first gen) models. RT: Apple offers great deals on refurbished 1st-gen iPads http://t.co/ukWOKBGd @Apple,positive,apple
112,1.2636E+17,10/18/2011 18:13,"Dear @motorola, I smell a lawsuit coming your way. cc: @apple #motoactv",neutral,apple
114,1.26359E+17,10/18/2011 18:07,What??? I that sucks hello @apple RT @PhoneDog_Aaron Interesting note - DROID RAZR's battery isn't removable.,negative,apple
115,1.26358E+17,10/18/2011 18:05,"Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!",positive,apple
116,1.26358E+17,10/18/2011 18:05,@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em,negative,apple
117,1.26358E+17,10/18/2011 18:05,Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise,negative,apple
118,1.26358E+17,10/18/2011 18:04,RT @hofmania: I just paid someone to wait in line at the @apple store this morning for me on @zaarly #putapriceonconvenience #iphone http://t.co/qmPLbZxx,neutral,apple
119,1.26358E+17,10/18/2011 18:04,ä½ å¥½ ! Currently learning Mandarin for my upcoming trip to Hong Kong. I gotta hand it to @Apple iPhones &amp; their uber useful flashcard apps  î”–î”“,positive,apple
120,1.26358E+17,10/18/2011 18:02,"@bisquiat @Apple the upgrade just slows down my phone so much, it's stuck half the time. uch. thankfully no other damage. sucks for you :(",negative,apple
121,1.26358E+17,10/18/2011 18:02,@apple Or @Microsoft Buying Out @RIM ?,neutral,apple
122,1.26357E+17,10/18/2011 18:01,@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily.,negative,apple
124,1.26356E+17,10/18/2011 17:55,Y sigue sin avisarme cuando me mencionan en Twitter... #pidounparche #actualizenlaapp @apple @steve_jobs #mugrero,irrelevant,apple
125,1.26356E+17,10/18/2011 17:54,Kan @Samsung och @Apple sluta slÃ¥ss om kunderna i rÃ¤ttssalen och med vÃ¤rldens bÃ¤sta produkter istÃ¤llet sÃ¥ blir det mycket bÃ¤ttre!,irrelevant,apple
126,1.26355E+17,10/18/2011 17:51,Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat,negative,apple
127,1.26355E+17,10/18/2011 17:51,Oh no! @Apple watch out! @Motorola released another &quot;iPhone Killer&quot;.... Hahahahaha! @Motorola = #wannabe,positive,apple
128,1.26353E+17,10/18/2011 17:46,@apple Why don't you have a wireless remote for Keynote presentations w a MacBook Air?  Nobody wants to see the pith man navigate w a iPhone,neutral,apple
130,1.26352E+17,10/18/2011 17:41,"Come to the dark side â€œ@gretcheneclark: Hey @apple, if you send me a free iPhone, I will publicly and ceremoniously burn my #BlackBerry.â€",positive,apple
131,1.26352E+17,10/18/2011 17:40,"Y @Apple? &quot;@BlackberryVzla: RIM anuncia mÃ¡s de 150 millones de dispositivos Vendidos, 1 BillÃ³n de Apps Descargadas ymÃ¡s http://t.co/5IFKXvg4",irrelevant,apple
132,1.26352E+17,10/18/2011 17:40,@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO,negative,apple
133,1.26352E+17,10/18/2011 17:39,"RT @HaendelBalzora: dear @apple please invent &quot;FaceTime Voicemails.&quot; sincerely, haendel balzora jr. #apple",neutral,apple
134,1.26351E+17,10/18/2011 17:36,@HaendelBalzora @apple #gamechanger,positive,apple
135,1.2635E+17,10/18/2011 17:33,"Hey @apple, if you send me a free iPhone (any version will do), I will publicly and ceremoniously burn my #BlackBerry.",positive,apple
137,1.2635E+17,10/18/2011 17:31,Thank you @apple for Find My Mac - just located and wiped my stolen Air. #smallvictory #thievingbastards,positive,apple
138,1.26349E+17,10/18/2011 17:28,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/YUydxo1t #PampersHelloApps",neutral,apple
139,1.26348E+17,10/18/2011 17:25,Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.,negative,apple
140,1.26348E+17,10/18/2011 17:24,"dear @apple please invent &quot;FaceTime Voicemails.&quot; sincerely, haendel balzora jr. #apple",neutral,apple
141,1.26347E+17,10/18/2011 17:19,Wat een belachelijke prijzen KPN-prijzen iPhone 4S duiken op http://t.co/ep9kZUPb via @iPhoneclub @kpn @iphone @apple,irrelevant,apple
142,1.26347E+17,10/18/2011 17:19,"RT @jesperordrup: Hi @apple. Household has 4 iphones, 2 ipads, 2 minis, 2 apple tv, AirPorts, Timecapsule +. Whats a usable iPhoto sharing setup? /cc @maddox",neutral,apple
143,1.26347E+17,10/18/2011 17:19,Couldnt help it &amp; explored the #iphone4s @apple store &amp; talked to #Siri... Should've tried to speak to her in French?! #nexttime,neutral,apple
144,1.26347E+17,10/18/2011 17:19,Fullscreen Ã¼berall nur der #AppStore hat keine Option dafÃ¼r. Warum? @apple,irrelevant,apple
145,1.26346E+17,10/18/2011 17:16,Love how  @rogersbiz tell u they're not allowed to sell the 4s for $ more than @Apple but yet want $100 more for the 64G,irrelevant,apple
146,1.26344E+17,10/18/2011 17:10,"@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv",negative,apple
147,1.26344E+17,10/18/2011 17:09,"Just got my first @Apple iPhone, sorry @Blackberry another one bites the dust.",positive,apple
148,1.26344E+17,10/18/2011 17:08,Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT &amp; @Apple. Hero of my day!,negative,apple
149,1.26344E+17,10/18/2011 17:07,@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the &quot;newest&quot; model are suckers...,negative,apple
150,1.26343E+17,10/18/2011 17:05,Would it kill @apple to put a braille type bump on their earbuds so we know which bud is R and L in the dark.,negative,apple
151,1.26343E+17,10/18/2011 17:05,"is it just me or do other people miss the iPod symbol on the iPhone? I had the first iPod, it's what I relate to @apple #ios5 #nostalgia",neutral,apple
152,1.26342E+17,10/18/2011 17:02,Me acabo de convertir en un #fanboy de @apple. El ipad2 con el cristal roto y me lo cambian aunque no lo cubre la garantÃ­a. IncreÃ­ble!,irrelevant,apple
153,1.26342E+17,10/18/2011 17:01,"Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty.",positive,apple
154,1.2634E+17,10/18/2011 16:53,@apple bees w. @DEEJAY_TINYT :),irrelevant,apple
155,1.26339E+17,10/18/2011 16:50,RT @danysaadia: @ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S with my contract?,neutral,apple
156,1.26337E+17,10/18/2011 16:40,@ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S with my contract?,neutral,apple
157,1.26337E+17,10/18/2011 16:39,RT @HowardMortman: .RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/7vZSIXpy,neutral,apple
158,1.26335E+17,10/18/2011 16:31,@APPLE Wow @MOTOROLA Just crushed your dreams....,negative,apple
159,1.26334E+17,10/18/2011 16:29,Time to play a game called wait at the @apple store forever because the tourists are taking forever with their genius appointments.,negative,apple
160,1.26333E+17,10/18/2011 16:24,Complimenti sinceri ad @apple per #IOS5 va benissimo su #iPhone e #iPad,irrelevant,apple
161,1.26332E+17,10/18/2011 16:20,"RT @supaluga: RT @modalnho: New mov: &quot;ã‚·ãƒ§ã‚¦ã‚±ãƒ¼ã‚¹@apple store éŠ€åº§&quot; è¨˜éŒ² / starring:ichiro_, REPEAT PATTERN, moda â†’ http://t.co/u82a1Ivk",irrelevant,apple
162,1.26331E+17,10/18/2011 16:19,"RT @phxguy88: Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR",negative,apple
163,1.26331E+17,10/18/2011 16:18,"Hi @apple. Household has 4 iphones, 2 ipads, 2 minis, 2 apple tv, AirPorts, Timecapsule +. Whats a usable iPhoto sharing setup? /cc @maddox",neutral,apple
164,1.26331E+17,10/18/2011 16:18,"Oh, just fuck you, @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR",negative,apple
165,1.26331E+17,10/18/2011 16:17,RT @edatpost: Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn,neutral,apple
166,1.2633E+17,10/18/2011 16:13,#motoactiv? Methinks @apple and maybe @Nike are already prepping lawsuits,neutral,apple
167,1.2633E+17,10/18/2011 16:12,"SeÃ±ores de @Apple me encantan los iPod, los iPhone, los iPad y todo lo que empieza por i pero tambiÃ©n me gustarÃ­a ver los putos vÃ­deos!",irrelevant,apple
168,1.26329E+17,10/18/2011 16:10,@apple you need to get serie in canada you will get so much more money,neutral,apple
169,1.26329E+17,10/18/2011 16:09,Check this video out -- moe. plays Live on iPads. Video dedicated in memory of #SteveJobs http://t.co/XSiyDnqu @ipad @mac @apple #brilliant,neutral,apple
171,1.26329E+17,10/18/2011 16:08,@Apple you need to make it easier for people to know what songs that have downloaded from iTunes:  http://t.co/8iAaraLR,negative,apple
172,1.26328E+17,10/18/2011 16:06,Bah! Genius BAR // RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn,neutral,apple
173,1.26328E+17,10/18/2011 16:04,"@apple, 
No, I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now",negative,apple
174,1.26327E+17,10/18/2011 16:00,Evolution of @Apple Ads 1975-2002: http://t.co/QTOqOZ42 @thesavoia #stevejobs #tech #art,neutral,apple
175,1.26326E+17,10/18/2011 15:56,@DailyDealChat @apple Thanks!!,positive,apple
176,1.26325E+17,10/18/2011 15:53,WTF?!?! @apple the new iOS 5 doesn't allow you NOT to get push notifications from newstand? and SIRI just keeps yapping FUCK!,negative,apple
177,1.26325E+17,10/18/2011 15:53,@apple #siri http://t.co/k7b686hX,neutral,apple
178,1.26325E+17,10/18/2011 15:51,.RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/LCTPxHF5,neutral,apple
179,1.26325E+17,10/18/2011 15:51,"@Apple, on the #iPad with #iOS5, why has the Messages Icon been included when it can't be used?",negative,apple
180,1.26324E+17,10/18/2011 15:50,@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&amp;T,negative,apple
181,1.26324E+17,10/18/2011 15:50,RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn,neutral,apple
183,1.26324E+17,10/18/2011 15:50,iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes,positive,apple
184,1.26324E+17,10/18/2011 15:49,Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii,negative,apple
185,1.26324E+17,10/18/2011 15:48,@apple..good ipad,positive,apple
186,1.26324E+17,10/18/2011 15:47,RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/OshPyV2G,neutral,apple
187,1.26324E+17,10/18/2011 15:47,.@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn,neutral,apple
189,1.26322E+17,10/18/2011 15:41,@apple @siri is efffing amazing!!,positive,apple
190,1.26321E+17,10/18/2011 15:38,RT @DailyDealChat: @bidmyway I like your app for the @apple iPhone very simple and easy to use!,neutral,apple
191,1.26321E+17,10/18/2011 15:38,@apple why is my iPhone battery so crappy #fail,negative,apple
192,1.2632E+17,10/18/2011 15:34,@bidmyway I like your app for the @apple iPhone very simple and easy to use!,neutral,apple
193,1.2632E+17,10/18/2011 15:33,"Thanks, @Apple. Now even more people on the bus are talking to inanimate objects. Harder than ever to tell who's crazy and who's hip.",neutral,apple
194,1.2632E+17,10/18/2011 15:33,My @Apple @macbook keyboard will not type :(,negative,apple
195,1.26319E+17,10/18/2011 15:30,Amazing new @Apple iOs 5 feature.  http://t.co/jatFVfpM,positive,apple
196,1.26319E+17,10/18/2011 15:30,Apple vende 4 millones de iPhone 4S en tres dÃ­as http://t.co/FH5T5Mi6 #turismo #martesviajero @apple,irrelevant,apple
197,1.26319E+17,10/18/2011 15:27,Noticed how @apple has added the like &amp; tweet icons on their page? http://t.co/PZoNZeC8 #like #facebook #tweet,neutral,apple
199,1.26318E+17,10/18/2011 15:25,"RT @TripLingo: We're one of a few &quot;Featured Education Apps&quot; on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z",positive,apple
200,1.26317E+17,10/18/2011 15:22,@apple shorty a p.c me im a #mac,neutral,apple
202,1.26317E+17,10/18/2011 15:19,@rtimbuc thx for publicly coming out out of the @Apple closet ... :),neutral,apple
203,1.26316E+17,10/18/2011 15:18,"Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/2XJZaLCs #PampersHelloApps",neutral,apple
205,1.26315E+17,10/18/2011 15:14,"We're one of a few &quot;Featured Education Apps&quot; on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z",positive,apple
206,1.26315E+17,10/18/2011 15:13,@RIM to release new generation of phones in the new year to contend with @Apple... Hmmm.,neutral,apple
207,1.26315E+17,10/18/2011 15:13,"When you want something done right, you do it yourself... or go to @Apple. AT&amp;T you're useless these days. #yourdaysarenumbered

ï£¿ï£¿ï£¿",positive,apple
208,1.26315E+17,10/18/2011 15:12,@RIM to release new generate of phones in the new year to contend with @Apple... Hmmm.,neutral,apple
209,1.26315E+17,10/18/2011 15:12,We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16,positive,apple
